track_id,genre,real_track_id,path,artist,album,title,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
108,rock,8,/content/rock/8.mp3,The Union Trade,Everyday Including,Self Possession,1hIZDY8wcuvok4GgyFZjkN,0.335,0.749,7,-7.192,1,0.0313,0.00391,0.916,0.179,0.353,126.679
109,rock,9,/content/rock/9.mp3,Brad Sucks,Out Of It,Dropping out of School,282sr16rTDzSzqaq1jpGE1,0.681,0.823,7,-5.107,1,0.0299,0.00797,0.542,0.149,0.905,124.991
110,rock,10,/content/rock/10.mp3,Broken Poets,Reincarnation,The Soul,2X0DKGyzdUBJx8e01hByZs,0.516,0.746,7,-6.439,0,0.042,0.000909,0.0332,0.826,0.131,124.185
111,rock,11,/content/rock/11.mp3,Big Bad Sun,Strange Phenomena,The Spirit,7MLNO3WEoLfCWBHev7w6hZ,0.677,0.791,10,-4.665,1,0.0463,0.18,0.031,0.0408,0.855,121.438
112,rock,12,/content/rock/12.mp3,MRDC,Timecode,Dopamine,69JbGDDl4xez4TW0jA9vjN,0.638,0.603,7,-7.087,1,0.0413,0.0299,0.569,0.0812,0.428,93.046
113,rock,13,/content/rock/13.mp3,Brad Senne,Brad Senne,Alone with Nothing,1D9ZOBYvp7wntdYe16jIKS,0.471,0.306,0,-11.711,1,0.0352,0.913,0.0136,0.114,0.326,136.805
114,rock,14,/content/rock/14.mp3,Shawn Harris,Temptation,Memories,1A6eRrZX9h9wvcZUeAOIVt,0.229,0.497,2,-6.467,1,0.0309,0.0614,0.00106,0.171,0.236,143.699
115,rock,15,/content/rock/15.mp3,The Union Trade,Everyday Including,Talk,5W8O9uTHx3h0FZWmcAkEsb,0.284,0.858,2,-4.664,1,0.0669,0.0002,0.775,0.187,0.298,135.612
116,rock,16,/content/rock/16.mp3,Big Bad Sun,Big Bad Sun,Sweet Melissa,3Oj7sAtxrF7dz4xNooV5le,0.36,0.438,7,-6.463,1,0.0287,0.0772,0.00827,0.266,0.311,150.139
117,rock,17,/content/rock/17.mp3,Brad Senne,The Shapes That Shift Us,Into the Moon,2NKYyJmtuabPyAlPx9dWcU,0.349,0.339,5,-11.159,1,0.0306,0.803,0.466,0.611,0.443,99.928
118,rock,18,/content/rock/18.mp3,Shane Jackman,Equilibrium,Moonsong,4YGWSFZqkSUofOl8LmGRU4,0.386,0.0945,7,-17.186,1,0.0408,0.902,2.65E-05,0.131,0.144,178.764
119,rock,19,/content/rock/19.mp3,Arthur Yoria,Of the Lovely,Of the Lovely,67PHx7dN4RacP9v69iwmlj,0.644,0.578,3,-8.157,1,0.0386,0.137,0.0536,0.124,0.597,130.94
120,rock,20,/content/rock/20.mp3,Arthur Yoria,Suerte Something,Suerte Mijo,18LtBZKhY1GugZqMHscu5K,0.587,0.773,7,-6.697,1,0.0318,0.0642,0.00247,0.124,0.212,115.276
121,rock,21,/content/rock/21.mp3,Broken Poets,Reincarnation,Factory Head,2oiwdXzu8jLIEUlMR8Y1v0,0.529,0.871,10,-4.362,0,0.0505,0.00297,0,0.089,0.27,120.13
122,rock,22,/content/rock/22.mp3,Big Bad Sun,Strange Phenomena,Long Time Wondering,206lXfuOId5JsFLX5k1z1L,0.521,0.529,5,-6.117,1,0.0321,0.0857,1.38E-05,0.0611,0.381,121.826
123,rock,23,/content/rock/23.mp3,Barbara Leoni,Human Needs,Don't rain on my parade,1ZTmWVmMTonPuYmAnQymeL,0.426,0.857,2,-3.825,1,0.104,0.639,0.000309,0.0851,0.657,161.714
124,rock,24,/content/rock/24.mp3,Burnshee Thornside,Blues and misc,Happy Blues,0obKoewn4j9HSlvZQZkBcq,0.517,0.529,4,-8.428,1,0.0282,0.0416,0.000262,0.0539,0.555,108.092
125,rock,25,/content/rock/25.mp3,Burnshee Thornside,Rock This Moon,Bad Bad Luck,39euVZ51Q4UX1gy5nWeMZf,0.817,0.782,7,-6.65,1,0.0495,0.0199,0.00149,0.292,0.875,120.989
126,rock,26,/content/rock/26.mp3,Burnshee Thornside,The Art of Not Blending In,Can I be a star:,4ftlKt4pRAIWAzWdNfVlyY,0.847,0.692,10,-8.463,1,0.0484,0.151,0.000154,0.081,0.961,125.998
127,rock,27,/content/rock/27.mp3,Grayson Wray,Picassos Dream,There You Were,5MOJ1EXnUPV9hK6mYxULjI,0.719,0.652,4,-5.323,1,0.0272,0.107,2.22E-05,0.135,0.588,119.995
128,rock,28,/content/rock/28.mp3,Tom Paul,I Was King,Before you know it,0P3RSTEm50waas4q0fdmqD,0.664,0.877,0,-2.676,1,0.0335,0.456,0,0.0814,0.932,123.028
129,rock,29,/content/rock/29.mp3,Seismic Anamoly,Dead Mans Hand,Santa Rosa Shuffle,35Jt5mTPjJd8Z6BIRq6SX6,0.517,0.944,2,-3.729,1,0.0299,0.171,0.965,0.319,0.551,116.017
130,rock,30,/content/rock/30.mp3,hands upon black earth,hands upon black earth,Timeagain,2XZLHUTHanJs1iyndEzqvi,0.644,0.645,7,-10.901,1,0.0403,0.135,0.846,0.107,0.563,117.017
131,rock,31,/content/rock/31.mp3,Hybris,The First Words,Squalid Rooms,63rtu7sqNgvZdojkPXqgvH,0.295,0.658,4,-10.66,1,0.0363,0.258,0.83,0.127,0.191,148.128
132,rock,32,/content/rock/32.mp3,Burnshee Thornside,Rock This Moon,Rock This Moon,1Q3oxnC4kkD4LjaU9PKAOC,0.775,0.728,0,-6.301,1,0.13,0.48,0,0.0833,0.962,79.958
133,rock,33,/content/rock/33.mp3,Jeffrey Luck Lucas,What We Whisper,You Knew It Well,5ejEYxAyeZraa1UQqqCl22,0.45,0.355,7,-11.546,0,0.0255,0.553,0.288,0.11,0.114,75.818
134,rock,34,/content/rock/34.mp3,Lizzi,Love and you and I,Me,5SaKFPbcOzvCzTNT35fgr8,0.553,0.586,3,-6.816,0,0.0265,0.674,0.116,0.121,0.36,98.149
135,rock,35,/content/rock/35.mp3,Mountain Mirrors,Lunar Ecstasy,Lunar Ecstasy,4SPNG5e778TKui8Nbxw2EL,0.623,0.865,9,-8.214,1,0.0514,0.00403,0.848,0.427,0.528,87.004
136,rock,36,/content/rock/36.mp3,Brad Sucks,I Dont Know What Im Doing,Look And Feel Years Younger,26tVUcHq2nYLhA895WK40Q,0.57,0.822,5,-7.211,1,0.0812,0.176,7.34E-06,0.185,0.581,95.009
137,rock,37,/content/rock/37.mp3,Magnatune Compilation,High Energy Rock and Roll,Rocket City Riot: Down with Her,4bEKbZoThpEbbeFMgmkxeP,0.35,0.935,9,-4.595,1,0.0586,6.02E-05,0,0.1,0.369,97.89
139,rock,39,/content/rock/39.mp3,Mandrake Root,The Seventh Mirror,Kings of the Desert,1DHEXzhfUy2lpDbKVW6Mzn,0.476,0.736,8,-11.191,0,0.0321,0.00317,5.30E-05,0.18,0.464,148.051
140,rock,40,/content/rock/40.mp3,Arthur Yoria,Suerte Something,Encima de Ti,12zr06JDu67vdThaje07V4,0.626,0.897,11,-6.119,1,0.0412,0.129,0.0213,0.113,0.969,150.389
141,rock,41,/content/rock/41.mp3,Mountain Mirrors,Lunar Ecstasy,A Short Burst of Clarity,36Xo8C6YTaFO2QijDS03VL,0.574,0.626,2,-10.215,0,0.0561,0.197,0.00132,0.112,0.657,169.926
142,rock,42,/content/rock/42.mp3,Mountain Mirrors,Mountain Mirrors,Stay Evil,0PeByJAMb1tQrBLtu8qXF5,0.616,0.696,2,-7.201,1,0.0454,0.0451,0.000279,0.113,0.207,135.973
143,rock,43,/content/rock/43.mp3,MRDC,Timecode,Lust,6sBP6FoHlfo2wAJZZ814zU,0.66,0.77,9,-9.6,0,0.0453,0.0296,0.541,0.134,0.603,104.968
144,rock,44,/content/rock/44.mp3,Mutandina,Mutandina,Juego,17j15S4rMzO4n7QAbqNO6D,0.844,0.776,10,-5.129,1,0.088,0.512,0.00318,0.141,0.879,105.99
145,rock,45,/content/rock/45.mp3,Myles Cochran,Marginal Street,Gold and rose,0xr4G1VLjckAaQlm2mI6c1,0.597,0.355,7,-12.761,1,0.0291,0.684,0.271,0.117,0.398,94.734
146,rock,46,/content/rock/46.mp3,Arthur Yoria,Of the Lovely,Just Like You,6XHoU9fSrUpoy42V1V93lg,0.391,0.611,11,-8.244,1,0.0341,0.625,0.0549,0.194,0.352,171.906
147,rock,47,/content/rock/47.mp3,Brad Sucks,Out Of It,Certain Death,6u9rDpRuWql8ItwvsLCFlf,0.564,0.899,7,-5.406,1,0.0276,0.000994,0.0626,0.331,0.711,129.976
148,rock,48,/content/rock/48.mp3,William Brooks,Bitter Circus,Try it Like This,65pbNbbTCE9wuO2OrManUf,0.391,0.878,9,-3.174,1,0.0521,0.283,1.01E-06,0.0797,0.579,179.749
149,rock,49,/content/rock/49.mp3,Brad Senne,The Shapes That Shift Us,Caroline to Maine,4mAdFKD0KQt4llmm9ov3ae,0.61,0.386,1,-9.854,1,0.025,0.453,6.62E-05,0.212,0.339,95.147
150,rock,50,/content/rock/50.mp3,Spinecar,Passive Aggressive,New Orleans,3cbOqff6EMNqfhzUeJ1Khi,0.38,0.325,7,-17.071,1,0.0469,0.0286,0.0101,0.105,0.507,168.937
151,rock,51,/content/rock/51.mp3,Arthur Yoria,Ill Be Here Awake,Permanent,3fgL3OmqcUff05Q5RSynMk,0.437,0.842,7,-3.887,1,0.0401,0.0386,0.0985,0.285,0.651,147.679
152,rock,52,/content/rock/52.mp3,Hybris,The First Words,Fateful Kind Of Rage,77RPiWUkclWraANCcG9Zje,0.275,0.85,2,-8.246,0,0.0712,0.00334,0.181,0.147,0.347,147.443
153,rock,53,/content/rock/53.mp3,William Brooks,Blue Ribbon - The Best of William Brooks,Ole Soledad,35wjkKCl3XwrPrE8Ak5O2I,0.517,0.479,2,-6.063,1,0.0268,0.185,6.72E-05,0.124,0.232,126.839
154,rock,54,/content/rock/54.mp3,William Brooks,Silent Wings,Between there and here,4R5RHh80Zme2MvtfxgEhcd,0.608,0.683,1,-8.28,0,0.0291,0.0744,0.00821,0.311,0.755,125.88
155,rock,55,/content/rock/55.mp3,Shawn Harris,Temptation,Crown Of Thorns,7KrmGB5o4gLWI7JAd5jZjT,0.582,0.473,7,-9.869,1,0.0339,0.196,0.0143,0.142,0.501,86.921
156,rock,56,/content/rock/56.mp3,Big Bad Sun,Big Bad Sun,Come Out Baby,4kbuOswBB9GTyFammu3Cty,0.501,0.861,5,-3.8,1,0.0756,0.11,0.000154,0.355,0.589,130.89
157,rock,57,/content/rock/57.mp3,The Seldon Plan,Making Circles,Making Circles,5voz2qzApD9zDo11YXqLow,0.461,0.809,11,-4.976,0,0.0391,0.000372,0.00227,0.0314,0.227,152.081
158,rock,58,/content/rock/58.mp3,The Seldon Plan,Making Circles,A Rhyming Dictionary,6O9BjMCmHASzFfYSDTwZKT,0.505,0.769,9,-5.853,1,0.0374,0.0048,0.0322,0.0356,0.407,119.416
159,rock,59,/content/rock/59.mp3,Tom Paul,There is no map,Essence of a smile,0kuo7uE3WKpPqpmBUnxko2,0.603,0.843,4,-5.896,1,0.032,0.131,0.000503,0.346,0.644,78.436
161,rock,61,/content/rock/61.mp3,Wicked boy,The Treatment,Pressure,4It1RYA6UhQ5JS2jEA99CM,0.649,0.79,9,-7.514,1,0.0613,0.000902,0.872,0.171,0.174,130.038
162,rock,62,/content/rock/62.mp3,William Brooks,Bitter Circus,The Gift,07IIFO86kPcWeURALaVli3,0.635,0.918,2,-2.947,1,0.0719,0.029,0.00129,0.0589,0.708,125.052
163,rock,63,/content/rock/63.mp3,William Brooks,Karma Dogs,Karma Dogs,5BLOLSAUWGxjDZl9wujP7d,0.267,0.704,9,-6.45,1,0.0423,0.222,0.106,0.326,0.486,176.266
164,rock,64,/content/rock/64.mp3,William Brooks,Buffalo Treason,Grace,55bNngM5Wf8Tk4LXP4mxDr,0.611,0.426,9,-7.216,1,0.027,0.702,0,0.144,0.384,116.291
165,rock,65,/content/rock/65.mp3,William Brooks,Fowl Mouth,Do You Think He Knows:,59T1zRdGOgEawE3FVaSrXC,0.464,0.346,4,-10.794,1,0.0337,0.819,7.74E-05,0.379,0.278,148.832
166,rock,66,/content/rock/66.mp3,William Brooks,Blue Ribbon - The Best of William Brooks,Karma Dogs:,5GL9QGFiozGy2qNuWwhSZa,0.367,0.701,9,-6.536,1,0.0362,0.292,0.0518,0.276,0.493,117.494
167,rock,67,/content/rock/67.mp3,William Brooks,Silent Wings,Silent Wings,45FUzlHs0SJR3nR86KyBEQ,0.336,0.794,0,-5.051,1,0.0326,0.31,0.0401,0.168,0.518,176.113
168,rock,68,/content/rock/68.mp3,Magnatune Compilation,Red Hat Summit Compilation,Brad Sucks - I Think I Started a Trend,2vkvU6mtXHX4AxPjtuLP0X,0.514,0.511,0,-7.738,1,0.0264,0.588,0,0.0914,0.474,150.006
169,rock,69,/content/rock/69.mp3,Magnatune Compilation,High Energy Rock and Roll,Rocket City Riot: Hypodermic,5klF4axPp7dzJj9WROTfI9,0.315,0.942,2,-4.706,1,0.0776,1.87E-06,0.000195,0.243,0.513,108.476
170,rock,70,/content/rock/70.mp3,William Brooks,Silent Wings,Hideaway,12VVBXX57oUKcBohi6BMa5,0.316,0.336,2,-9.647,1,0.0331,0.583,1.35E-05,0.279,0.252,155.7
171,rock,71,/content/rock/71.mp3,Lie Big,Severed,Underside,6r0ZFud9icyP8JI78F1pyP,0.536,0.539,9,-10.701,1,0.0296,0.0106,0.632,0.307,0.386,100.052
172,rock,72,/content/rock/72.mp3,Greg Annussek,Little Palaces,Long Way Down,5xvObugMCNOSpQ0vGjv9Xd,0.581,0.839,2,-5.602,1,0.0323,0.000637,0.253,0.269,0.508,120.198
173,rock,73,/content/rock/73.mp3,William Brooks,Buffalo Treason,World,0BFAiwpwgIEAc41JP2bVpx,0.749,0.681,11,-8.487,1,0.0451,0.57,0.00167,0.0823,0.794,112.804
174,rock,74,/content/rock/74.mp3,Immune,Nothing Left To Believe,In Your Place,1R3c72ORGK7wHgfbBW2H1c,0.57,0.872,2,-8.013,1,0.0686,0.0161,0.0158,0.21,0.518,131.33
175,rock,75,/content/rock/75.mp3,Greg Annussek,Little Palaces,Long Way Down,5xvObugMCNOSpQ0vGjv9Xd,0.581,0.839,2,-5.602,1,0.0323,0.000637,0.253,0.269,0.508,120.198
176,rock,76,/content/rock/76.mp3,William Brooks,Silent Wings,Hideaway,12VVBXX57oUKcBohi6BMa5,0.316,0.336,2,-9.647,1,0.0331,0.583,1.35E-05,0.279,0.252,155.7
177,rock,77,/content/rock/77.mp3,Barbara Leoni,Human Needs,Another time,1HguDBgKzHPcLF3EHpNDeo,0.566,0.445,4,-8.032,0,0.0326,0.749,0.000555,0.339,0.276,81.078
178,rock,78,/content/rock/78.mp3,Shane Jackman,Equilibrium,Uncommon eloquence,6x4mFZqP4ERCUm15takQty,0.655,0.55,2,-11.044,1,0.0304,0.242,0.000139,0.105,0.53,106.04
179,rock,79,/content/rock/79.mp3,William Brooks,Silent Wings,Land of Lincoln,6NwoUJaH15SXY3Q1msIwjE,0.789,0.668,9,-7.033,1,0.0297,0.164,0.000303,0.223,0.922,128.011
180,rock,80,/content/rock/80.mp3,Greg Annussek,Little Palaces,You Bow Down,09cxL5ow4yDWS9H305RPCS,0.602,0.548,0,-6.149,1,0.0273,0.0158,0.00272,0.167,0.418,142.245
181,rock,81,/content/rock/81.mp3,Barbara Leoni,Human Needs,Waterfall,0bRLJTCVbB7DTWqAzm1E9r,0.583,0.558,5,-5.607,0,0.0393,0.278,0.000456,0.0986,0.529,139.813
182,rock,82,/content/rock/82.mp3,Shane Jackman,Equilibrium,The angle of repose,3afp1ijH5fzcJN9UclpE8z,0.422,0.132,7,-15.139,1,0.0453,0.819,1.17E-06,0.0979,0.364,184.357
183,rock,83,/content/rock/83.mp3,Shane Jackman,Equilibrium,Set fire to the city,5ZudHTeHiaKuPJC78V0fNv,0.635,0.508,5,-8.38,1,0.0291,0.266,1.26E-05,0.0993,0.437,133.899
184,rock,84,/content/rock/84.mp3,William Brooks,Silent Wings,I have a mind,5owlm4qndNknW1Pbs2HdqM,0.538,0.567,11,-8.269,0,0.0275,0.231,0.0475,0.326,0.572,110.172
185,rock,85,/content/rock/85.mp3,Greg Annussek,Little Palaces,In the Movies,1rl7uEKCQj0I6ACe0v8NOy,0.561,0.667,2,-7.178,1,0.0416,0.00636,0.0531,0.0903,0.58,82.038
186,rock,86,/content/rock/86.mp3,Barbara Leoni,Human Needs,Human needs,7GdQCuro1f3YFUJUDaAi9k,0.297,0.605,4,-4.745,1,0.0351,0.122,0.000583,0.148,0.539,209.959
187,rock,87,/content/rock/87.mp3,Shane Jackman,Equilibrium,Walk among the bones,51CWG1jck4bCwpXyQaEzpy,0.551,0.12,10,-15.684,1,0.0369,0.675,0.00114,0.113,0.0687,126.953
188,rock,88,/content/rock/88.mp3,William Brooks,Silent Wings,You barely see me,1rQlX6qhy2DN4NjR5WtI81,0.466,0.531,9,-7.045,1,0.0329,0.594,0.000186,0.101,0.233,133.847
189,rock,89,/content/rock/89.mp3,Barbara Leoni,Human Needs,Haunted,2elRMy1KiwAfTmWP1S2gF9,0.671,0.558,9,-5.868,0,0.0493,0.437,0.000179,0.264,0.694,76.071
190,rock,90,/content/rock/90.mp3,Greg Annussek,Little Palaces,Didn't You Know?,3tQXHFGZp0rkrLpls541LZ,0.506,0.306,7,-12.329,1,0.0317,0.43,0.000242,0.1,0.349,140.023
191,rock,91,/content/rock/91.mp3,Shane Jackman,Equilibrium,Didn't I,7ciMP2R6mAw2SfLSWpAzaR,0.515,0.63,9,-9.938,1,0.0491,0.137,9.83E-06,0.101,0.672,84.88
192,rock,92,/content/rock/92.mp3,Shane Jackman,Equilibrium,Driftwood fire,3sH699dxzwIBBchULv10rt,0.566,0.393,8,-10.544,1,0.03,0.476,2.73E-06,0.0893,0.209,137.935
193,rock,93,/content/rock/93.mp3,Shane Jackman,Equilibrium,My heart still beats,6Cl8xd5AciDWmu1koo8A22,0.452,0.174,9,-15.002,0,0.0402,0.765,0,0.114,0.1,91.919
194,rock,94,/content/rock/94.mp3,Greg Annussek,Little Palaces,Sunday Again,76RZZ7y34aQEwJHgNSl6Ww,0.657,0.61,7,-8.415,1,0.0282,0.0794,0.00268,0.133,0.628,118.156
195,rock,95,/content/rock/95.mp3,Shane Jackman,Equilibrium,Cornflakes for supper,0Gp3ADrBugcgmwNyoSBGXM,0.59,0.375,7,-11.064,1,0.0271,0.442,0.00175,0.114,0.195,113.853
196,rock,96,/content/rock/96.mp3,William Brooks,Silent Wings,Maybe Meagan,4HcDbhSM6ZNMPLeR3TNabv,0.707,0.496,7,-8.264,1,0.0279,0.639,6.32E-06,0.21,0.73,125.982
197,rock,97,/content/rock/97.mp3,Barbara Leoni,Human Needs,Ring around the rosey,3e457vhp0Oa9EcFvw22FPs,0.713,0.595,5,-4.319,0,0.0393,0.319,0,0.171,0.49,125.957
198,rock,98,/content/rock/98.mp3,Greg Annussek,Little Palaces,He Should Love Her,5UDn6bOBap0bQqtPGJdlwi,0.612,0.83,7,-6.818,1,0.038,0.293,0.000161,0.0829,0.905,96.523
199,rock,99,/content/rock/99.mp3,William Brooks,Silent Wings,Justified,0NAFVLvPZTY9P9LdhlIlII,0.473,0.855,0,-4.509,1,0.0349,0.0338,0.0145,0.1,0.773,156.039
200,rock,100,/content/rock/100.mp3,Greg Annussek,Little Palaces,Mr. Myers,6viNh01GdSBziZ0aRYuLGc,0.607,0.538,0,-8.162,1,0.0269,0.108,3.38E-06,0.294,0.589,110.797
201,electronic,1,/content/electronic/1.mp3,Mantic,Epigrams,Abstract Power Remix (by DiViD),1LZbB5B4TAo5Qo9dOuiHjm,0.797,0.891,11,-14.709,1,0.067,0.139,0.912,0.306,0.698,130.011
202,electronic,2,/content/electronic/2.mp3,Burning Babylon,Beat Beat Beat,Sproing-A-Dub,1jhBlOM8nBL48q56qCBxtk,0.763,0.837,10,-11.823,0,0.0585,0.0192,0.811,0.247,0.858,159.952
203,electronic,3,/content/electronic/3.mp3,The Headroom Project,Dominus Illuminato Mea,Dominus Illuminato Mea,6q5F4SkRiYcIb2O3qD6RRs,0.36,0.453,0,-12.938,0,0.049,0.631,0.0686,0.0901,0.0514,139.991
204,electronic,4,/content/electronic/4.mp3,Jerry Berlongieri,Alter Echo Original Soundtrack,Beneath the Skin,4jfV6ot7jog82kC3VyoAXO,0.784,0.798,7,-8.904,1,0.0402,0.193,0.828,0.229,0.414,129.924
205,electronic,5,/content/electronic/5.mp3,General Fuzz,Soulful Filling,Eye Heart Knot,5U9oLGkHZxF53ygWpP31hT,0.63,0.242,0,-16.499,1,0.0303,0.885,0.892,0.0904,0.134,108.023
206,electronic,6,/content/electronic/6.mp3,Mantic,EPROMs,Blue-tinted Sunglasses,1sT806BdT4n5oQ6QskcAdb,0.806,0.777,7,-7.306,1,0.0518,0.0058,0.93,0.11,0.079,123.007
207,electronic,7,/content/electronic/7.mp3,Mantic,Eponyms,Electro Jive,5UrzeC2ZNUTWeOgMJpqP5e,0.81,0.874,4,-10.364,0,0.0473,5.46E-06,0.914,0.217,0.067,122.017
208,electronic,8,/content/electronic/8.mp3,Twilight Archive,Twilight Archive,House Of Tomorrow,4gWq4tkd0eSWQIv4W2xXHr,0.699,0.851,4,-12.581,0,0.0457,0.497,0.833,0.108,0.158,99.947
209,electronic,9,/content/electronic/9.mp3,Jerry Berlongieri,Evenings At The Microscope,Known Bugs,7waZQV8aMT405seWNuWvt0,0.794,0.873,7,-7.969,1,0.0401,0.0074,0.829,0.108,0.776,127.963
210,electronic,10,/content/electronic/10.mp3,Saros,Labyrinth - and we shall all die trying,Murder Machine,5oUyiefbdRLdBVCYtiE3hh,0.448,0.32,0,-16.88,1,0.0324,0.32,0.837,0.154,0.162,184.049
211,electronic,11,/content/electronic/11.mp3,Mantic,Eponyms,Skunk Werks,6s7y1qTFNGGynLBFXq4uHt,0.799,0.832,1,-11.719,0,0.046,0.061,0.932,0.0914,0.118,128.014
212,electronic,12,/content/electronic/12.mp3,Joram,Moments of Clarity,moments of clarity,0UUyWDqVHYutsLeuHR8yeC,0.697,0.938,10,-5.071,0,0.0456,0.697,0.908,0.0878,0.909,151.893
213,electronic,13,/content/electronic/13.mp3,Burning Babylon,Stereo Mash Up,7 Nine Skank,30dpzlEDkhGMGdBVUFETid,0.765,0.317,4,-12.178,0,0.0495,0.0466,0.482,0.124,0.352,70.918
214,electronic,14,/content/electronic/14.mp3,Mantic,Eponyms,Spear Burn,7IJvxxpfiKbDM2EUy1CcZ0,0.756,0.937,4,-8.074,0,0.0407,0.000146,0.769,0.0938,0.307,129.995
215,electronic,15,/content/electronic/15.mp3,Burning Babylon,Knives To The Treble,Roots Fi Cool,1HjAJzaHYisuV1rycYqcng,0.748,0.538,10,-10.716,0,0.257,0.00711,0.943,0.115,0.672,81.93
216,electronic,16,/content/electronic/16.mp3,Mantic,Eponyms,Starbase Lounge Music,56LeMNuo53uxNDHhho6xuu,0.738,0.685,2,-8.051,1,0.0488,0.000734,0.829,0.0982,0.143,128.987
217,electronic,17,/content/electronic/17.mp3,Kourosh Dini,Live At Bliss Gardens,Introduction,2pk5W6jkTYf7LhpSj2WQWL,0.231,0.028,0,-22.603,0,0.088,0.99,0.901,0.0548,0.187,52.536
218,electronic,18,/content/electronic/18.mp3,Adam Fielding,Distant Activity,Distant Activity,1B3eQOowqfL9wK6vongZYi,0.512,0.565,0,-11.841,0,0.0356,0.053,0.867,0.111,0.053,125.014
220,electronic,20,/content/electronic/20.mp3,Kalabi,Dandelion,Revolver (Featuring Canola Tenderfoot),21TgXRMWhwrQz5BsUOTUM4,0.672,0.62,6,-8.642,1,0.0332,0.0974,0.773,0.0993,0.183,95.024
221,electronic,21,/content/electronic/21.mp3,Shiva in Exile,Nour,Viva La Revolucion,3hA12ULs2xl7TQsaFshVdl,0.41,0.51,6,-9.196,1,0.0272,0.0605,0.00462,0.0877,0.147,80.002
222,electronic,22,/content/electronic/22.mp3,Mantic,Eponyms,Electro Kinetic,47a5MMfdDCiH4G6LNhsFnX,0.781,0.912,6,-7.008,0,0.0683,9.25E-06,0.908,0.0877,0.264,131.015
223,electronic,23,/content/electronic/23.mp3,Mantic,Eponyms,Talk Box,1PYh0hfGFf7D7mTvRZlLCw,0.77,0.88,4,-12.379,0,0.0438,0.00336,0.859,0.0825,0.502,129.002
224,electronic,24,/content/electronic/24.mp3,AntiGuru,Fall Submissions,Blue Line,1dS9hCKf8CDnElRrKQ95Cm,0.287,0.634,10,-13.926,0,0.0431,0.00244,0.437,0.0755,0.42,119.955
225,electronic,25,/content/electronic/25.mp3,Bjorn Fogelberg,Karooshi Porn,trioxidation,6ilOX4nhd5l1A3qvRI8VmL,0.28,0.482,1,-15.975,1,0.0474,0.825,0.891,0.443,0.364,66.98
226,electronic,26,/content/electronic/26.mp3,DJ Cary,After Dinner Lounge,Hans Christian : Desperado,7HvOpLPX3Acs9EHYydzBPD,0.441,0.625,10,-11.725,0,0.0362,0.00327,0.537,0.0975,0.205,108.696
227,electronic,27,/content/electronic/27.mp3,DJ Cary,Downtempo Chill,Ruff and Tumble (Mr Epic),7gLQhAnRFcTojLXeDCIpMb,0.501,0.546,4,-13.82,0,0.0815,0.131,0.361,0.17,0.775,90.006
228,electronic,28,/content/electronic/28.mp3,DJ Markitos,Evolution of the Mind,Sunset (Endless Night Journey remix),5jgb3kQSdYmju09UqfsCQN,0.606,0.995,5,-7.279,1,0.0435,0.000773,0.816,0.0965,0.148,140.011
229,electronic,29,/content/electronic/29.mp3,DJ Markitos,Inside Your Dreams,Interplanetary Travel,4s9lHMigxxYiipHuNfdgeG,0.605,0.915,4,-12.473,1,0.102,0.215,0.966,0.581,0.333,139.995
230,electronic,30,/content/electronic/30.mp3,DJ Markitos,Slower Emotions-138 BPM Remixes,Sunset (138 BPM Remix),7mv1YRIm56fj9VUQxiojUd,0.64,0.995,9,-7.562,0,0.0488,0.00293,0.89,0.134,0.106,138.004
231,electronic,31,/content/electronic/31.mp3,DJ Markitos,Unreachable Destiny,Manteia,5l5XEuTUY96XT2j01b71ep,0.566,0.775,4,-10.609,0,0.0311,0.00236,0.81,0.372,0.402,139.982
232,electronic,32,/content/electronic/32.mp3,Domased,New Memories,Summer Night Heaven,5D7qyvGNjQHJqw91gdYBNH,0.556,0.5,9,-19.903,0,0.0414,0.0245,0.9,0.155,0.0532,160.021
233,electronic,33,/content/electronic/33.mp3,Domased,Return Back,Bad Dreams,3mVdYJWoxtptHkDkES8WZB,0.536,0.888,10,-13.34,0,0.0384,0.00122,0.891,0.123,0.754,159.999
234,electronic,34,/content/electronic/34.mp3,Domased,Selection,He Is Leaving Us,3gHYWCmuJ2YGgIiA4lunqe,0.367,0.408,9,-11.691,0,0.0304,0.0626,0.862,0.0936,0.0665,120.013
235,electronic,35,/content/electronic/35.mp3,Domased,Slowdown,Meditation,0xWsTUJZz18mJnmMWTUlBB,0.586,0.535,5,-15.815,1,0.037,0.14,0.903,0.1,0.184,140.02
236,electronic,36,/content/electronic/36.mp3,The Rapture,Garden of Fugitives,Terminus,77VaQ0fwx9fVjxHLF4E32l,0.762,0.889,7,-7.153,1,0.0553,0.595,0.882,0.1,0.699,124.024
237,electronic,37,/content/electronic/37.mp3,Etherine,24 Days,Opening yet closing,4b98MJjH17vEgCEl4y4AOU,0.344,0.468,9,-15.347,0,0.0477,0.536,0.887,0.108,0.054,120.033
238,electronic,38,/content/electronic/38.mp3,Etherine,Gleam,Lost,19qmb32mCKthrrUYfgmhJd,0.488,0.391,10,-14.895,0,0.0352,0.099,0.861,0.11,0.314,200.005
